code,type,texte_retenu,texte_alternatif_ans,libelles_identiques_apres_normalisation,difference_significative
R57,exclusion,choc (dû à) foudre,"choc (dû à) :
 - anaphylactique (dû à) :
  - SAI [T78.2] 
  - intolérance alimentaire [T78.0] 
  - sérum [T80.5] 
 - anesthésique [T88.2] 
 - compliquant ou consécutif à avortement, grossesse extra-utérine ou molaire [O00-O07]  [O08.3] 
 - électrique [T75.4] 
 - foudre [T75.0] 
 - obstétrical [O75.1] 
 - postopératoire [T81.1] 
 - psychique [F43.0] 
 - traumatique [T79.4] 
syndrome du choc toxique [A48.3] 
",false,true
R57,exclusion,choc (dû à) obstétrical,"choc (dû à) :
 - anaphylactique (dû à) :
  - SAI [T78.2] 
  - intolérance alimentaire [T78.0] 
  - sérum [T80.5] 
 - anesthésique [T88.2] 
 - compliquant ou consécutif à avortement, grossesse extra-utérine ou molaire [O00-O07]  [O08.3] 
 - électrique [T75.4] 
 - foudre [T75.0] 
 - obstétrical [O75.1] 
 - postopératoire [T81.1] 
 - psychique [F43.0] 
 - traumatique [T79.4] 
syndrome du choc toxique [A48.3] 
",false,true
R57,exclusion,choc (dû à) post-opératoire,"choc (dû à) :
 - anaphylactique (dû à) :
  - SAI [T78.2] 
  - intolérance alimentaire [T78.0] 
  - sérum [T80.5] 
 - anesthésique [T88.2] 
 - compliquant ou consécutif à avortement, grossesse extra-utérine ou molaire [O00-O07]  [O08.3] 
 - électrique [T75.4] 
 - foudre [T75.0] 
 - obstétrical [O75.1] 
 - postopératoire [T81.1] 
 - psychique [F43.0] 
 - traumatique [T79.4] 
syndrome du choc toxique [A48.3] 
",false,true
R57,exclusion,choc (dû à) psychique,"choc (dû à) :
 - anaphylactique (dû à) :
  - SAI [T78.2] 
  - intolérance alimentaire [T78.0] 
  - sérum [T80.5] 
 - anesthésique [T88.2] 
 - compliquant ou consécutif à avortement, grossesse extra-utérine ou molaire [O00-O07]  [O08.3] 
 - électrique [T75.4] 
 - foudre [T75.0] 
 - obstétrical [O75.1] 
 - postopératoire [T81.1] 
 - psychique [F43.0] 
 - traumatique [T79.4] 
syndrome du choc toxique [A48.3] 
",false,true
R57,exclusion,choc (dû à) septique,"choc (dû à) :
 - anaphylactique (dû à) :
  - SAI [T78.2] 
  - intolérance alimentaire [T78.0] 
  - sérum [T80.5] 
 - anesthésique [T88.2] 
 - compliquant ou consécutif à avortement, grossesse extra-utérine ou molaire [O00-O07]  [O08.3] 
 - électrique [T75.4] 
 - foudre [T75.0] 
 - obstétrical [O75.1] 
 - postopératoire [T81.1] 
 - psychique [F43.0] 
 - traumatique [T79.4] 
syndrome du choc toxique [A48.3] 
",false,true
R57,exclusion,choc (dû à) traumatique,"choc (dû à) :
 - anaphylactique (dû à) :
  - SAI [T78.2] 
  - intolérance alimentaire [T78.0] 
  - sérum [T80.5] 
 - anesthésique [T88.2] 
 - compliquant ou consécutif à avortement, grossesse extra-utérine ou molaire [O00-O07]  [O08.3] 
 - électrique [T75.4] 
 - foudre [T75.0] 
 - obstétrical [O75.1] 
 - postopératoire [T81.1] 
 - psychique [F43.0] 
 - traumatique [T79.4] 
syndrome du choc toxique [A48.3] 
",false,true
R57,exclusion,choc (dû à) électrique,"choc (dû à) :
 - anaphylactique (dû à) :
  - SAI [T78.2] 
  - intolérance alimentaire [T78.0] 
  - sérum [T80.5] 
 - anesthésique [T88.2] 
 - compliquant ou consécutif à avortement, grossesse extra-utérine ou molaire [O00-O07]  [O08.3] 
 - électrique [T75.4] 
 - foudre [T75.0] 
 - obstétrical [O75.1] 
 - postopératoire [T81.1] 
 - psychique [F43.0] 
 - traumatique [T79.4] 
syndrome du choc toxique [A48.3] 
",false,true
R57,exclusion,syndrome du choc toxique,"choc (dû à) :
 - anaphylactique (dû à) :
  - SAI [T78.2] 
  - intolérance alimentaire [T78.0] 
  - sérum [T80.5] 
 - anesthésique [T88.2] 
 - compliquant ou consécutif à avortement, grossesse extra-utérine ou molaire [O00-O07]  [O08.3] 
 - électrique [T75.4] 
 - foudre [T75.0] 
 - obstétrical [O75.1] 
 - postopératoire [T81.1] 
 - psychique [F43.0] 
 - traumatique [T79.4] 
syndrome du choc toxique [A48.3] 
",false,true
R59,exclusion,lymphadénite  SAI,"lymphadénite :
 - SAI [I88.9] 
 - aigüe [L04.-] 
 - chronique [I88.1] 
 - mésentérique (aigüe) (chronique) [I88.0] 
",false,true
R59,exclusion,lymphadénite aiguë,"lymphadénite :
 - SAI [I88.9] 
 - aigüe [L04.-] 
 - chronique [I88.1] 
 - mésentérique (aigüe) (chronique) [I88.0] 
",false,true
R59,exclusion,lymphadénite chronique,"lymphadénite :
 - SAI [I88.9] 
 - aigüe [L04.-] 
 - chronique [I88.1] 
 - mésentérique (aigüe) (chronique) [I88.0] 
",false,true
R59,exclusion,lymphadénite mésentérique (aiguë) (chronique),"lymphadénite :
 - SAI [I88.9] 
 - aigüe [L04.-] 
 - chronique [I88.1] 
 - mésentérique (aigüe) (chronique) [I88.0] 
",false,true
R59,inclusion,tuméfaction ganglionnaire,,true,false
R59.1,exclusion,maladie due au VIH à l'origine d'une adénopathie généralisée (persistante),"maladie due au VIH à l'origine d'une adénopathie généralisée (persistante) [B23.1]
",false,true
R60,exclusion,anasarque foeto-placentaire SAI,"anasarque fœtoplacentaire SAI [P83.2]
ascite [R18]
hydrothorax [J94.8]
œdème (de) :
 - angioneurotique [T78.3] 
 - cérébral [G93.6]   - dû à un traumatisme obstétrical [P11.0] 
 - gestationnel [O12.0] 
 - héréditaire [Q82.0] 
 - larynx [J38.4] 
 - malnutrition [E40-E46] 
 - nouveau-né [P83.3] 
 - pharynx [J39.2] 
 - pulmonaire [J81] 
 - rhinopharynx [J39.2] 
",false,true
R60,exclusion,ascite,"anasarque fœtoplacentaire SAI [P83.2]
ascite [R18]
hydrothorax [J94.8]
œdème (de) :
 - angioneurotique [T78.3] 
 - cérébral [G93.6]   - dû à un traumatisme obstétrical [P11.0] 
 - gestationnel [O12.0] 
 - héréditaire [Q82.0] 
 - larynx [J38.4] 
 - malnutrition [E40-E46] 
 - nouveau-né [P83.3] 
 - pharynx [J39.2] 
 - pulmonaire [J81] 
 - rhinopharynx [J39.2] 
",false,true
R60,exclusion,hydrothorax,"anasarque fœtoplacentaire SAI [P83.2]
ascite [R18]
hydrothorax [J94.8]
œdème (de) :
 - angioneurotique [T78.3] 
 - cérébral [G93.6]   - dû à un traumatisme obstétrical [P11.0] 
 - gestationnel [O12.0] 
 - héréditaire [Q82.0] 
 - larynx [J38.4] 
 - malnutrition [E40-E46] 
 - nouveau-né [P83.3] 
 - pharynx [J39.2] 
 - pulmonaire [J81] 
 - rhinopharynx [J39.2] 
",false,true
R60,exclusion,oedème (de) angioneurotique,"anasarque fœtoplacentaire SAI [P83.2]
ascite [R18]
hydrothorax [J94.8]
œdème (de) :
 - angioneurotique [T78.3] 
 - cérébral [G93.6]   - dû à un traumatisme obstétrical [P11.0] 
 - gestationnel [O12.0] 
 - héréditaire [Q82.0] 
 - larynx [J38.4] 
 - malnutrition [E40-E46] 
 - nouveau-né [P83.3] 
 - pharynx [J39.2] 
 - pulmonaire [J81] 
 - rhinopharynx [J39.2] 
",false,true
R60,exclusion,oedème (de) cérébral,"anasarque fœtoplacentaire SAI [P83.2]
ascite [R18]
hydrothorax [J94.8]
œdème (de) :
 - angioneurotique [T78.3] 
 - cérébral [G93.6]   - dû à un traumatisme obstétrical [P11.0] 
 - gestationnel [O12.0] 
 - héréditaire [Q82.0] 
 - larynx [J38.4] 
 - malnutrition [E40-E46] 
 - nouveau-né [P83.3] 
 - pharynx [J39.2] 
 - pulmonaire [J81] 
 - rhinopharynx [J39.2] 
",false,true
R60,exclusion,oedème (de) cérébral dû à un traumatisme obstétrical,"anasarque fœtoplacentaire SAI [P83.2]
ascite [R18]
hydrothorax [J94.8]
œdème (de) :
 - angioneurotique [T78.3] 
 - cérébral [G93.6]   - dû à un traumatisme obstétrical [P11.0] 
 - gestationnel [O12.0] 
 - héréditaire [Q82.0] 
 - larynx [J38.4] 
 - malnutrition [E40-E46] 
 - nouveau-né [P83.3] 
 - pharynx [J39.2] 
 - pulmonaire [J81] 
 - rhinopharynx [J39.2] 
",false,true
R60,exclusion,oedème (de) gestationnel,"anasarque fœtoplacentaire SAI [P83.2]
ascite [R18]
hydrothorax [J94.8]
œdème (de) :
 - angioneurotique [T78.3] 
 - cérébral [G93.6]   - dû à un traumatisme obstétrical [P11.0] 
 - gestationnel [O12.0] 
 - héréditaire [Q82.0] 
 - larynx [J38.4] 
 - malnutrition [E40-E46] 
 - nouveau-né [P83.3] 
 - pharynx [J39.2] 
 - pulmonaire [J81] 
 - rhinopharynx [J39.2] 
",false,true
R60,exclusion,oedème (de) héréditaire,"anasarque fœtoplacentaire SAI [P83.2]
ascite [R18]
hydrothorax [J94.8]
œdème (de) :
 - angioneurotique [T78.3] 
 - cérébral [G93.6]   - dû à un traumatisme obstétrical [P11.0] 
 - gestationnel [O12.0] 
 - héréditaire [Q82.0] 
 - larynx [J38.4] 
 - malnutrition [E40-E46] 
 - nouveau-né [P83.3] 
 - pharynx [J39.2] 
 - pulmonaire [J81] 
 - rhinopharynx [J39.2] 
",false,true
R60,exclusion,oedème (de) larynx,"anasarque fœtoplacentaire SAI [P83.2]
ascite [R18]
hydrothorax [J94.8]
œdème (de) :
 - angioneurotique [T78.3] 
 - cérébral [G93.6]   - dû à un traumatisme obstétrical [P11.0] 
 - gestationnel [O12.0] 
 - héréditaire [Q82.0] 
 - larynx [J38.4] 
 - malnutrition [E40-E46] 
 - nouveau-né [P83.3] 
 - pharynx [J39.2] 
 - pulmonaire [J81] 
 - rhinopharynx [J39.2] 
",false,true
R60,exclusion,oedème (de) malnutrition,"anasarque fœtoplacentaire SAI [P83.2]
ascite [R18]
hydrothorax [J94.8]
œdème (de) :
 - angioneurotique [T78.3] 
 - cérébral [G93.6]   - dû à un traumatisme obstétrical [P11.0] 
 - gestationnel [O12.0] 
 - héréditaire [Q82.0] 
 - larynx [J38.4] 
 - malnutrition [E40-E46] 
 - nouveau-né [P83.3] 
 - pharynx [J39.2] 
 - pulmonaire [J81] 
 - rhinopharynx [J39.2] 
",false,true
R60,exclusion,oedème (de) nouveau-né,"anasarque fœtoplacentaire SAI [P83.2]
ascite [R18]
hydrothorax [J94.8]
œdème (de) :
 - angioneurotique [T78.3] 
 - cérébral [G93.6]   - dû à un traumatisme obstétrical [P11.0] 
 - gestationnel [O12.0] 
 - héréditaire [Q82.0] 
 - larynx [J38.4] 
 - malnutrition [E40-E46] 
 - nouveau-né [P83.3] 
 - pharynx [J39.2] 
 - pulmonaire [J81] 
 - rhinopharynx [J39.2] 
",false,true
R60,exclusion,oedème (de) pharynx,"anasarque fœtoplacentaire SAI [P83.2]
ascite [R18]
hydrothorax [J94.8]
œdème (de) :
 - angioneurotique [T78.3] 
 - cérébral [G93.6]   - dû à un traumatisme obstétrical [P11.0] 
 - gestationnel [O12.0] 
 - héréditaire [Q82.0] 
 - larynx [J38.4] 
 - malnutrition [E40-E46] 
 - nouveau-né [P83.3] 
 - pharynx [J39.2] 
 - pulmonaire [J81] 
 - rhinopharynx [J39.2] 
",false,true
R60,exclusion,oedème (de) pulmonaire,"anasarque fœtoplacentaire SAI [P83.2]
ascite [R18]
hydrothorax [J94.8]
œdème (de) :
 - angioneurotique [T78.3] 
 - cérébral [G93.6]   - dû à un traumatisme obstétrical [P11.0] 
 - gestationnel [O12.0] 
 - héréditaire [Q82.0] 
 - larynx [J38.4] 
 - malnutrition [E40-E46] 
 - nouveau-né [P83.3] 
 - pharynx [J39.2] 
 - pulmonaire [J81] 
 - rhinopharynx [J39.2] 
",false,true
R60,exclusion,oedème (de) rhinopharynx,"anasarque fœtoplacentaire SAI [P83.2]
ascite [R18]
hydrothorax [J94.8]
œdème (de) :
 - angioneurotique [T78.3] 
 - cérébral [G93.6]   - dû à un traumatisme obstétrical [P11.0] 
 - gestationnel [O12.0] 
 - héréditaire [Q82.0] 
 - larynx [J38.4] 
 - malnutrition [E40-E46] 
 - nouveau-né [P83.3] 
 - pharynx [J39.2] 
 - pulmonaire [J81] 
 - rhinopharynx [J39.2] 
",false,true
R62,exclusion,puberté retardée,"puberté retardée [E30.0]
",false,true
R62.8,exclusion,maladie par VIH à l'origine d'une insuffisance de croissance,"maladie par VIH à l'origine d'une insuffisance de croissance [B22.2]
retard de développement physique dû à la malnutrition [E45]
",false,true
R62.8,exclusion,retard de développement physique dû à la malnutrition,"maladie par VIH à l'origine d'une insuffisance de croissance [B22.2]
retard de développement physique dû à la malnutrition [E45]
",false,true
R63,exclusion,boulimie SAI,"boulimie SAI [F50.2]
malnutrition [E40-E46]
troubles de l'alimentation d'origine non organique [F50.-]
",false,true
R63,exclusion,malnutrition,"boulimie SAI [F50.2]
malnutrition [E40-E46]
troubles de l'alimentation d'origine non organique [F50.-]
",false,true
R63,exclusion,troubles de l'alimentation d'origine non organique,"boulimie SAI [F50.2]
malnutrition [E40-E46]
troubles de l'alimentation d'origine non organique [F50.-]
",false,true
R63.0,exclusion,anorexie mentale,"anorexie mentale [F50.0]
perte de l'appétit d'origine non organique [F50.8]
",false,true
R63.0,exclusion,perte de l'appétit d'origine non organique,"anorexie mentale [F50.0]
perte de l'appétit d'origine non organique [F50.8]
",false,true
R63.3,exclusion,problèmes alimentaires du nouveau-né,"problèmes alimentaires du nouveau-né [P92.-]
trouble de l'alimentation du nourrisson et de l'enfant d'origine non organique [F98.2]
",false,true
R63.3,exclusion,trouble de l'alimentation du nourrisson et de l'enfant,"problèmes alimentaires du nouveau-né [P92.-]
trouble de l'alimentation du nourrisson et de l'enfant d'origine non organique [F98.2]
",false,true
R63.5,exclusion,obésité,"obésité [E66.-]
prise de poids excessive au cours de la grossesse [O26.0]
",false,true
R63.5,exclusion,prise de poids excessive au cours de la grossesse,"obésité [E66.-]
prise de poids excessive au cours de la grossesse [O26.0]
",false,true
R64,exclusion,cachexie maligne,"cachexie maligne [C80.–]
marasme nutritionnel [E41]
syndrome cachectique dû au VIH [B22.2]
",false,true
R64,exclusion,marasme nutritionnel,"cachexie maligne [C80.–]
marasme nutritionnel [E41]
syndrome cachectique dû au VIH [B22.2]
",false,true
R64,exclusion,syndrome cachectique dû au VIH,"cachexie maligne [C80.–]
marasme nutritionnel [E41]
syndrome cachectique dû au VIH [B22.2]
",false,true
R68.0,exclusion,hypothermie (du) (due à)  SAI (accidentelle),"hypothermie (du) (due à) :
 - SAI (accidentelle) [T68] 
 - anesthésie [T88.5] 
 - baisse de la température ambiante [T68] 
 - nouveau-né [P80.-] 
",false,true
R68.0,exclusion,hypothermie (du) (due à) anesthésie,"hypothermie (du) (due à) :
 - SAI (accidentelle) [T68] 
 - anesthésie [T88.5] 
 - baisse de la température ambiante [T68] 
 - nouveau-né [P80.-] 
",false,true
R68.0,exclusion,hypothermie (du) (due à) baisse de la température ambiante,"hypothermie (du) (due à) :
 - SAI (accidentelle) [T68] 
 - anesthésie [T88.5] 
 - baisse de la température ambiante [T68] 
 - nouveau-né [P80.-] 
",false,true
R68.0,exclusion,hypothermie (du) (due à) nouveau-né,"hypothermie (du) (due à) :
 - SAI (accidentelle) [T68] 
 - anesthésie [T88.5] 
 - baisse de la température ambiante [T68] 
 - nouveau-né [P80.-] 
",false,true
R68.1,exclusion,irritabilité cérébrale du nouveau-né,"irritabilité cérébrale du nouveau-né [P91.3]
syndrome d'éruption dentaire [K00.7]
",false,true
R68.1,exclusion,syndrome d'éruption dentaire,"irritabilité cérébrale du nouveau-né [P91.3]
syndrome d'éruption dentaire [K00.7]
",false,true
R68.2,exclusion,hyposécrétion des glandes salivaires,"hyposécrétion des glandes salivaires [K11.7]
sécheresse de la bouche due à :
 - déshydratation [E86] 
 - syndrome de Gougerot–Sjögren [M35.0] 
",false,true
R68.2,exclusion,sécheresse de la bouche due à déshydratation,"hyposécrétion des glandes salivaires [K11.7]
sécheresse de la bouche due à :
 - déshydratation [E86] 
 - syndrome de Gougerot–Sjögren [M35.0] 
",false,true
R68.2,exclusion,sécheresse de la bouche due à syndrome de Gougerot-Sjögren,"hyposécrétion des glandes salivaires [K11.7]
sécheresse de la bouche due à :
 - déshydratation [E86] 
 - syndrome de Gougerot–Sjögren [M35.0] 
",false,true
R68.3,exclusion,hippocratisme digital congénital,"hippocratisme digital congénital [Q68.1]
hippocratisme unguéal congénital [Q84.6]
",false,true
R70-R79,exclusion,affections hémorragiques et hématologiques du foetus et du nouveau-né,"affections hémorragiques et hématologiques du fœtus et du nouveau-né [P50-P61]
anomalies (de) :
 - coagulation [D65-D68] 
 - examen prénatal systématique de la mère [O28.-] 
 - globules blancs, classées ailleurs [D70-D72] 
 - lipides [E78.-] 
 - plaquettes et thrombocytes [D69.-] 
résultats diagnostiques anormaux classés ailleurs – voir Index alphabétique –
",false,true
R70-R79,exclusion,anomalies (de) coagulation,"affections hémorragiques et hématologiques du fœtus et du nouveau-né [P50-P61]
anomalies (de) :
 - coagulation [D65-D68] 
 - examen prénatal systématique de la mère [O28.-] 
 - globules blancs, classées ailleurs [D70-D72] 
 - lipides [E78.-] 
 - plaquettes et thrombocytes [D69.-] 
résultats diagnostiques anormaux classés ailleurs – voir Index alphabétique –
",false,true
R70-R79,exclusion,anomalies (de) examen prénatal systématique de la mère,"affections hémorragiques et hématologiques du fœtus et du nouveau-né [P50-P61]
anomalies (de) :
 - coagulation [D65-D68] 
 - examen prénatal systématique de la mère [O28.-] 
 - globules blancs, classées ailleurs [D70-D72] 
 - lipides [E78.-] 
 - plaquettes et thrombocytes [D69.-] 
résultats diagnostiques anormaux classés ailleurs – voir Index alphabétique –
",false,true
R70-R79,exclusion,"anomalies (de) globules blancs, classées ailleurs","affections hémorragiques et hématologiques du fœtus et du nouveau-né [P50-P61]
anomalies (de) :
 - coagulation [D65-D68] 
 - examen prénatal systématique de la mère [O28.-] 
 - globules blancs, classées ailleurs [D70-D72] 
 - lipides [E78.-] 
 - plaquettes et thrombocytes [D69.-] 
résultats diagnostiques anormaux classés ailleurs – voir Index alphabétique –
",false,true
R70-R79,exclusion,anomalies (de) lipides,"affections hémorragiques et hématologiques du fœtus et du nouveau-né [P50-P61]
anomalies (de) :
 - coagulation [D65-D68] 
 - examen prénatal systématique de la mère [O28.-] 
 - globules blancs, classées ailleurs [D70-D72] 
 - lipides [E78.-] 
 - plaquettes et thrombocytes [D69.-] 
résultats diagnostiques anormaux classés ailleurs – voir Index alphabétique –
",false,true
R70-R79,exclusion,anomalies (de) plaquettes et thrombocytes,"affections hémorragiques et hématologiques du fœtus et du nouveau-né [P50-P61]
anomalies (de) :
 - coagulation [D65-D68] 
 - examen prénatal systématique de la mère [O28.-] 
 - globules blancs, classées ailleurs [D70-D72] 
 - lipides [E78.-] 
 - plaquettes et thrombocytes [D69.-] 
résultats diagnostiques anormaux classés ailleurs – voir Index alphabétique –
",false,true
R71,exclusion,anémies,"anémies [D50-D64]
polyglobulie (du) :
 - SAI [D75.1] 
 - bénigne (familiale) [D75.0] 
 - primitive [D45] 
 - nouveau-né [P61.1] 
 - secondaire [D75.1] 
",false,true
R71,exclusion,polyglobulie (du) bénigne [familiale],"anémies [D50-D64]
polyglobulie (du) :
 - SAI [D75.1] 
 - bénigne (familiale) [D75.0] 
 - primitive [D45] 
 - nouveau-né [P61.1] 
 - secondaire [D75.1] 
",false,true
R71,exclusion,polyglobulie (du) essentielle,"anémies [D50-D64]
polyglobulie (du) :
 - SAI [D75.1] 
 - bénigne (familiale) [D75.0] 
 - primitive [D45] 
 - nouveau-né [P61.1] 
 - secondaire [D75.1] 
",false,true
R71,exclusion,polyglobulie (du) nouveau-né,"anémies [D50-D64]
polyglobulie (du) :
 - SAI [D75.1] 
 - bénigne (familiale) [D75.0] 
 - primitive [D45] 
 - nouveau-né [P61.1] 
 - secondaire [D75.1] 
",false,true
R71,exclusion,polyglobulie (du) secondaire,"anémies [D50-D64]
polyglobulie (du) :
 - SAI [D75.1] 
 - bénigne (familiale) [D75.0] 
 - primitive [D45] 
 - nouveau-né [P61.1] 
 - secondaire [D75.1] 
",false,true
R72,exclusion,leucocytose,"leucocytose [D72.8]
",false,true
R73,exclusion,diabète sucré,"diabète sucré  [E10-E14]  - au cours de la grossesse, de l'accouchement et de la puerpéralité [O24.-] 
hypo-insulinémie postopératoire [E89.1] 
du nouveau-né [P70.0-P70.2] 
",false,true
