code,field,owl_value,ofs_value,resolved_to
Y53.6,label,Effets indésirables des antidiarrhéiques au cours de leur usage thérapeutique,antidiarrhéiques,OWL_ANS
Y53.7,label,Effets indésirables des émétiques au cours de leur usage thérapeutique,émétiques,OWL_ANS
Y53.8,label,Effets indésirables d'autres substances agissant essentiellement sur le tractus gastro-intestinal au cours de leur usage thérapeutique,autres substances agissant essentiellement sur le tractus gastro-intestinal,OWL_ANS
Y53.9,label,"Effets indésirables d'une substance agissant essentiellement sur le tractus gastro-intestinal, sans précision au cours de son usage thérapeutique","substance agissant essentiellement sur le tractus gastro-intestinal, sans précision",OWL_ANS
Y54,label,"Effets indésirables des médicaments agissant essentiellement sur le métabolisme de l'eau, des sels minéraux et de l'acide urique","médicaments agissant essentiellement sur le métabolisme de l'eau, des sels minéraux et de l'acide urique",OWL_ANS
Y54.0,label,Effets indésirables des minéralocorticoïdes au cours de leur usage thérapeutique,minéralocorticoïdes,OWL_ANS
Y54.1,label,Effets indésirables des antagonistes des minéralocorticoïdes [antagonistes de l'aldostérone] au cours de leur usage thérapeutique,antagonistes des minéralocorticoïdes [antagonistes de l'aldostérone],OWL_ANS
Y54.2,label,Effets indésirables des inhibiteurs de l'anhydrase carbonique au cours de leur usage thérapeutique,inhibiteurs de l'anhydrase carbonique,OWL_ANS
Y54.3,label,Effets indésirables des dérivés de la benzothiadiazine au cours de leur usage thérapeutique,dérivés de la benzothiadiazine,OWL_ANS
Y54.4,label,Effets indésirables des diurétiques de l'anse au cours de leur usage thérapeutique,diurétiques de l'anse,OWL_ANS
Y54.5,label,Effets indésirables d'autres diurétiques au cours de leur usage thérapeutique,autres diurétiques,OWL_ANS
Y54.6,label,"Effets indésirables des produits agissant sur l'équilibre électrolytique, calorique et hydrique au cours de leur usage thérapeutique","produits agissant sur l'équilibre électrolytique, calorique et hydrique",OWL_ANS
Y54.7,label,Effets indésirables des médicaments agissant sur le métabolisme du calcium au cours de leur usage thérapeutique,médicaments agissant sur le métabolisme du calcium,OWL_ANS
Y54.8,label,Effets indésirables des médicaments agissant sur le métabolisme de l'acide urique au cours de leur usage thérapeutique,médicaments agissant sur le métabolisme de l'acide urique,OWL_ANS
Y54.9,label,"Effets indésirables des sels minéraux, non classés ailleurs au cours de leur usage thérapeutique","sels minéraux, non classés ailleurs",OWL_ANS
Y55,label,Effets indésirables des substances agissant essentiellement sur les muscles lisses et striés et l'appareil respiratoire,substances agissant essentiellement sur les muscles lisses et striés et l'appareil respiratoire,OWL_ANS
Y55.0,label,Effets indésirables des ocytociques au cours de leur usage thérapeutique,ocytociques,OWL_ANS
Y55.1,label,Effets indésirables des myorelaxants au cours de leur usage thérapeutique,myorelaxants,OWL_ANS
Y55.2,label,"Effets indésirables des médicaments agissant essentiellement sur les muscles, autres et sans précision au cours de leur usage thérapeutique","médicaments agissant essentiellement sur les muscles, autres et sans précision",OWL_ANS
Y55.3,label,Effets indésirables des antitussifs au cours de leur usage thérapeutique,antitussifs,OWL_ANS
Y55.4,label,Effets indésirables des expectorants au cours de leur usage thérapeutique,expectorants,OWL_ANS
Y55.5,label,Effets indésirables des médicaments contre le coryza [rhume banal] au cours de leur usage thérapeutique,médicaments contre le coryza [rhume banal],OWL_ANS
Y55.6,label,"Effets indésirables des anti-asthmatiques, non classés ailleurs au cours de leur usage thérapeutique","antiasthmatiques, non classés ailleurs",OWL_ANS
Y55.7,label,"Effets indésirables des substances agissant essentiellement sur l'appareil respiratoire, autres et sans précision au cours de leur usage thérapeutique","substances agissant essentiellement sur l'appareil respiratoire, autres et sans précision",OWL_ANS
Y56,label,"Effets indésirables des substances à usage topique agissant essentiellement sur la peau et les muqueuses, médicaments à usage ophtalmologique, oto-rhino-laryngologique et dentaire","substances à usage topique agissant essentiellement sur la peau et les muqueuses, médicaments à usage ophtalmologique, oto-rhino-laryngologique et dentaire",OWL_ANS
Y56.0,label,"Effets indésirables des médicaments antifongiques, anti-infectieux et anti-inflammatoires pour application locale, non classés ailleurs au cours de leur usage thérapeutique","médicaments antifongiques, anti-infectieux et anti-inflammatoires pour application locale, non classés ailleurs",OWL_ANS
Y56.1,label,Effets indésirables des antiprurigineux au cours de leur usage thérapeutique,antiprurigineux,OWL_ANS
Y56.2,label,Effets indésirables des astringents et détergents locaux au cours de leur usage thérapeutique,astringents et détergents locaux,OWL_ANS
Y56.3,label,"Effets indésirables des émollients, adoucissants et protecteurs au cours de leur usage thérapeutique","émollients, adoucissants et protecteurs",OWL_ANS
Y56.4,label,"Effets indésirables des kératolytiques, kératoplastiques et autres médicaments et préparations capillaires au cours de leur usage thérapeutique","kératolytiques, kératoplastiques et autres médicaments et préparations capillaires",OWL_ANS
Y56.5,label,Effets indésirables des médicaments et préparations ophtalmologiques au cours de leur usage thérapeutique,médicaments et préparations ophtalmologiques,OWL_ANS
Y56.6,label,Effets indésirables des médicaments et préparations utilisés en oto-rhino-laryngologie au cours de leur usage thérapeutique,médicaments et préparations utilisés en oto-rhino-laryngologie,OWL_ANS
Y56.7,label,Effets indésirables des médicaments dentaires pour application locale au cours de leur usage thérapeutique,médicaments dentaires pour application locale,OWL_ANS
Y56.8,label,Effets indésirables d'autres topiques agissant essentiellement sur la peau et les muqueuses au cours de leur usage thérapeutique,autres topiques agissant essentiellement sur la peau et les muqueuses,OWL_ANS
Y56.9,label,"Effets indésirables d'un topique agissant essentiellement sur la peau et les muqueuses, sans précision au cours de son usage thérapeutique","topique agissant essentiellement sur la peau et les muqueuses, sans précision",OWL_ANS
Y57,label,"Effets indésirables des substances médicamenteuses, autres et sans précision","substances médicamenteuses, autres et sans précision",OWL_ANS
Y57.0,label,Effets indésirables des dépresseurs de l'appétit [anorexigènes] au cours de leur usage thérapeutique,dépresseurs de l'appétit [anorexigènes],OWL_ANS
Y57.1,label,Effets indésirables des lipotropes au cours de leur usage thérapeutique,lipotropes,OWL_ANS
Y57.2,label,"Effets indésirables des antidotes et chélateurs, non classés ailleurs au cours de leur usage thérapeutique","antidotes et chélateurs, non classés ailleurs",OWL_ANS
Y57.3,label,Effets indésirables des produits de désintoxication alcoolique au cours de leur usage thérapeutique,produits de désintoxication alcoolique,OWL_ANS
Y57.4,label,Effets indésirables des excipients pharmaceutiques au cours de leur usage thérapeutique,excipients pharmaceutiques,OWL_ANS
Y57.5,label,Effets indésirables d'un produit de contraste utilisé en radiologie au cours de son usage thérapeutique,produit de contraste utilisé en radiologie,OWL_ANS
Y57.6,label,Effets indésirables d'autres agents de diagnostic au cours de leur usage thérapeutique,autres agents de diagnostic,OWL_ANS
Y57.7,label,"Effets indésirables des vitamines, non classées ailleurs au cours de leur usage thérapeutique","vitamines, non classées ailleurs",OWL_ANS
Y57.8,label,Effets indésirables d'autres substances et médicaments au cours de leur usage thérapeutique,autres substances et médicaments,OWL_ANS
Y57.9,label,"Effets indésirables d'une substance et médicament, sans précision au cours de son usage thérapeutique","substance et médicament, sans précision",OWL_ANS
Y58,label,Effets indésirables des vaccins bactériens,vaccins bactériens,OWL_ANS
Y58.0,label,Effets indésirables du vaccin BCG,BCG,OWL_ANS
Y58.1,label,Effets indésirables du vaccin antityphoïdique et paratyphoïdique,antityphoïdique et paratyphoïdique,OWL_ANS
Y58.2,label,Effets indésirables du vaccin anticholérique,anticholérique,OWL_ANS
Y58.3,label,Effets indésirables du vaccin antipesteux,antipesteux,OWL_ANS
Y58.4,label,Effets indésirables du vaccin antitétanique,antitétanique,OWL_ANS
Y58.5,label,Effets indésirables du vaccin antidiphtérique,antidiphtérique,OWL_ANS
Y58.6,label,"Effets indésirables du vaccin anticoquelucheux, y compris en association","anticoquelucheux, y compris en association",OWL_ANS
Y58.8,label,"Effets indésirables des vaccins bactériens mixtes, sauf ceux qui contiennent du vaccin anticoquelucheux","vaccins bactériens mixtes, sauf ceux qui contiennent du vaccin anticoquelucheux",OWL_ANS
Y58.9,label,"Effets indésirables des vaccins bactériens, autres et sans précision","vaccins bactériens, autres et sans précision",OWL_ANS
Y59,label,"Effets indésirables des vaccins et substances biologiques, autres et sans précision","vaccins et substances biologiques, autres et sans précision",OWL_ANS
Y59.0,label,Effets indésirables des vaccins antiviraux,vaccins antiviraux,OWL_ANS
Y59.1,label,Effets indésirables des vaccins antirickettsies,vaccins antirickettsies,OWL_ANS
Y59.2,label,Effets indésirables des vaccins antiprotozoaires,vaccins antiprotozoaires,OWL_ANS
Y59.3,label,Effets indésirables des immunoglobulines,immunoglobulines,OWL_ANS
Y59.8,label,Effets indésirables d'autres vaccins et substances biologiques précisés,autres vaccins et substances biologiques précisés,OWL_ANS
Y59.9,label,"Effets indésirables de vaccin ou substance biologique, sans précision","vaccin ou substance biologique, sans précision",OWL_ANS
Y60.0,label,"Coupure, piqûre, perforation ou hémorragie accidentelles au cours d'une intervention chirurgicale",au cours d'une intervention chirurgicale,OWL_ANS
Y60.1,label,"Coupure, piqûre, perforation ou hémorragie accidentelles au cours d'une perfusion ou transfusion",au cours d'une perfusion ou transfusion,OWL_ANS
Y60.2,label,"Coupure, piqûre, perforation ou hémorragie accidentelles au cours d'une dialyse rénale ou autre perfusion",au cours d'une dialyse rénale ou autre perfusion,OWL_ANS
Y60.3,label,"Coupure, piqûre, perforation ou hémorragie accidentelles au cours d'une injection ou vaccination",au cours d'une injection ou vaccination,OWL_ANS
Y60.4,label,"Coupure, piqûre, perforation ou hémorragie accidentelles au cours d'une endoscopie",au cours d'une endoscopie,OWL_ANS
Y60.5,label,"Coupure, piqûre, perforation ou hémorragie accidentelles au cours d'un cathétérisme cardiaque",au cours d'un cathétérisme cardiaque,OWL_ANS
Y60.6,label,"Coupure, piqûre, perforation ou hémorragie accidentelles au cours d'une aspiration, d'une ponction et d'un autre cathétérisme","au cours d'une aspiration, d'une ponction et d'un autre cathétérisme",OWL_ANS
Y60.7,label,"Coupure, piqûre, perforation ou hémorragie accidentelles au cours de l'administration d'un lavement",au cours de l'administration d'un lavement,OWL_ANS
Y60.8,label,"Coupure, piqûre, perforation ou hémorragie accidentelles au cours d'autres actes médicaux et chirurgicaux",au cours d'un autre acte médical et chirurgical,OWL_ANS
Y60.9,label,"Coupure, piqûre, perforation ou hémorragie accidentelles au cours d'un acte médical et chirurgical, sans précision","au cours d'un acte médical et chirurgical, sans précision",OWL_ANS
Y61.0,label,Corps étranger accidentellement laissé dans l'organisme au cours d'une intervention chirurgicale,au cours d'une intervention chirurgicale,OWL_ANS
Y61.1,label,Corps étranger accidentellement laissé dans l'organisme au cours d'une perfusion ou transfusion,au cours d'une perfusion ou transfusion,OWL_ANS
Y61.2,label,Corps étranger accidentellement laissé dans l'organisme au cours d'une dialyse rénale ou autre perfusion,au cours d'une dialyse rénale ou autre perfusion,OWL_ANS
